"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102"
"1",0,1,7.36891697742729,12.0984309337723,9.84527999247766,17.1754924923058,8.93047136833207,16.2542972587417,7.68009587799165,9.3459031998313,6.50743983904669,8.40437500390755,12.5595540447322,10.8024107336843,6.04992435652059,14.0037144204738,8.57141331013972,7.34868254123459,13.6197026687358,13.1325532601645,7.41726840480147,11.089275407558,11.4318075410607,13.5381529789563,7.79222261961882,13.0077156715097,8.21168635914414,7.07031646975232,8.40459667037116,6.89623901592707,8.13861807317024,18.0189445543379,9.62819360234561,14.393802795925,8.09689731241392,10.258511093098,16.3962545252471,12.5388811558533,11.4503376070489,11.7040076640036,11.2382633027882,13.0915984162473,7.06680161300639,6.37453442660328,11.0323633301791,8.33481031467848,9.08919467411257,13.0624798443053,13.3436466670192,12.101865394133,10.7727244330182,11.3867584571439,8.31573795559945,9.47328398847964,7.30526403087562,7.7520740090097,6.99457748896672,10.8764679181469,6.63961913667426,12.2056837609514,14.5554073296144,10.7084526658433,7.23147194611548,8.99566864037591,8.82622065578615,11.6621585068744,7.61201568893698,10.2036553650536,7.4675148624866,13.1955055703088,12.1396375164352,13.1300181854059,10.4309293686963,9.52521749940337,11.8622985167014,8.92655393459444,6.44624329738041,8.49605969977778,13.2557764298853,9.38717118158717,6.45469880322825,10.4556448078918,10.8096457008856,6.23981189608296,18.6347776942622,8.54161269145717,12.0764260746174,7.22151086601585,11.4288086700555,9.14709503024703,14.0342870900669,7.69791639098689,11.3287280677007,15.1163542245562,7.38308411397407,9.48751116269294,7.43666450852724,7.37501842004346,7.21411977979097,16.9053763071759,12.9626483704579,8.48331210447268
"2",0,2,18.7724637371843,31.6277846177696,25.8527748184493,47.8684080200487,25.5388797469054,45.6699533920726,22.7437274194674,25.1843286850527,19.9901450787672,22.1476394281265,35.9790607667498,28.3444271162703,17.0715849370684,40.3741530460473,26.0179461168445,22.805312020426,38.8977335845922,38.191682232532,19.6765196904462,32.1626502894281,32.4728110567346,38.0706292159517,22.3109279353699,35.5100248478299,22.7996464977146,19.5044282694,24.8548988448055,21.416938921369,21.7889055865124,49.4037831652487,24.3534452137712,40.8373308449856,22.1062603668032,27.6826654214593,45.7500600465099,36.1371094021108,31.6704070766345,29.7313735361778,30.3243981254389,36.3405478349863,18.7673601278596,17.5356781982198,30.4863685123673,25.031996694516,26.7932959695273,36.4525465928374,38.8328509179802,33.7901429444669,30.6213454905188,31.8141456809694,22.5856079714969,24.6965375869863,20.9955558732752,20.0690312546025,18.4682842396917,33.496450394794,17.9392689268159,35.2395937842233,41.3345063081661,30.9464107005742,21.1900892498726,24.0993031910709,24.3329925232575,32.1603208492162,23.0797763937973,29.9004663480806,21.6197460804757,34.9135969067759,35.6978075231084,37.8786898624843,28.203180066441,27.7006292134863,33.6793564473638,24.8476603631149,17.95935218815,22.5237799339435,34.0037747580383,25.1823605887315,16.9137474913678,29.966854347195,31.3309802220186,19.093430008096,51.1082837490868,25.2518434832202,34.5744791540169,18.7996235886542,31.643187943795,25.7377569254545,40.6260666961623,23.3712634502646,33.7471313257981,42.9664753628358,22.5670970679634,25.593960647826,19.5064934786781,19.1240103343613,20.8279359757843,45.7680343849997,36.6900892209581,25.6761241351584
"3",0,3,3.65930911583692,5.02126555323503,3.91629019536425,9.97613775143897,6.07484988142162,10.631400834897,6.144811587877,4.62585619599392,6.02931370441636,4.03211718782295,8.93565104690688,4.18204344383679,4.76533767396762,9.36311086896087,7.26393700899299,6.08949601403938,8.45002254104552,8.88138766294706,4.0964239971058,8.7137787855638,7.03803523452338,7.62377331237079,5.59731182725475,6.34983775768913,5.58185456516393,4.5207421577374,6.5408683297255,6.43751469592464,4.30100994567535,10.2950231169606,5.87362923994041,8.69879371820831,4.9811652819847,4.80177606848445,9.95330162542571,8.20594311160723,6.24775568634617,5.94820024718428,5.14552167717049,7.18444843721564,4.2590017409662,4.48736624028677,5.94257028429638,6.78802890500731,6.8658963786342,6.91563065311751,9.24228582686781,6.72144738090611,6.75791328199462,5.98037232763969,5.21034062822785,4.6578312541526,5.40380101646936,3.75854670306584,4.17031324873834,8.07573597417656,4.37329028341017,8.05579799433514,8.37997788887079,7.38032096223534,5.57020963978345,6.16647868470755,5.53336442584815,6.22066784186199,6.454225095233,7.28745194514074,5.6456172425983,7.18653154326301,8.67717314547084,8.39798020215903,4.96798607723585,7.53894385131959,6.73654063830215,5.73946539601391,4.60786868872939,3.99449336226112,6.73085916377172,4.43506844418384,4.05887619519117,7.13277686558867,7.41797840382065,5.68115319566353,11.1486940396613,6.62089823503951,7.56784255817998,3.67700254172272,8.05069972444728,5.71212257497886,9.25131486339206,6.2186860213189,7.99416714343904,8.98506887633782,6.63958407503542,4.5966368695888,3.97474448268351,3.93691944511913,5.48307545346452,10.465987637832,7.61786786517679,7.26044554306459
"4",0,5,15.2580818640563,21.1334259581094,16.8378143744247,40.039938404736,23.8903400347056,42.3262421137458,23.5801031226704,19.2837997745183,22.6344764738049,17.0062920097756,35.2624174774951,17.6186029233343,18.5205001308351,36.865013783956,27.815377760548,23.565319399421,33.4465401646533,34.6674645860395,17.0206899437258,34.2473511987834,27.9729680286852,30.6538827025203,22.1668406050632,26.1933735770164,22.4748691797281,17.7918734243809,25.3464804348655,24.1454261020899,17.9117248808267,41.4532043919591,23.9481402030439,34.6930643849889,20.4088041725041,20.0955492514224,39.8171905799889,32.214633539119,25.2505985978052,24.3934974366459,21.4336111500381,29.1494151650555,17.2559313840372,17.5916854679766,24.3360256245968,25.8699993113771,26.4454584600823,28.1481686913223,36.171090003295,27.0880139344285,26.8048634298043,24.190358168818,21.2807317396659,19.5947173915085,21.2333045389401,15.8675963996819,16.6878832174033,31.8276633939827,17.5633339317198,31.6899320961471,33.7345087345624,29.0485387621014,21.5854351248804,24.8527714419659,22.4522340812664,25.4564131663079,24.5429769579649,28.3443994978317,21.9313283805096,29.1908776024024,33.6483546032582,33.2385280813171,20.8524100271055,29.5609781687716,27.1186337708765,23.1502429947015,18.4571348609352,17.0177968469411,27.4478960547674,17.9438641823107,16.2511205298693,28.2180022214762,28.9323246029145,21.5447838948867,44.7912282242723,25.4169404409286,30.0257624801292,15.6760240483094,32.0835428706342,22.9071553223696,36.2344080614388,24.0108268269611,31.409075766141,35.777006771668,25.4120363582661,19.2606096996386,16.9393785338563,16.2284076616058,21.317881035063,42.0809500178645,30.5090371879463,27.9217527265739
"5",0,7,17.1487080303351,27.5015625956182,22.4623256389746,40.7582643222401,21.3155095069533,39.0888482292863,18.4678316231628,21.8182495429326,15.8534712947565,19.6114213295724,30.144620807949,24.3044809218006,14.6868899579435,33.4279370746786,20.5293289825499,18.0877275320867,32.5952713371647,31.3965122400716,17.5887400783684,26.813930052147,27.3738638573125,31.9870428801127,18.6202456792379,30.1475468758134,19.5595878077535,16.4274526765113,20.094038547227,16.5984754062996,19.1723798879676,42.8136240524677,22.674487666262,34.1001243855987,19.2133205198586,23.7991887362083,39.0623822732267,30.0918470740877,26.9975251987745,27.0867342867354,25.9937406811441,30.6926557466956,16.8028909583797,15.137316390975,25.812975812978,20.2407650122801,21.9725889786843,30.6084564866737,31.8847350456153,28.6683982951242,25.5887041987553,26.5781970074608,19.7239630918326,21.9861539232295,17.5189166339369,18.1233650456585,16.345278416544,27.0317446994707,15.9446343438732,29.0350280954223,34.9557846436524,25.4800652689755,17.5460837487379,21.4199535599759,20.9036099101391,27.2508865438225,18.6104671083919,24.7305992717011,17.9466815374292,30.8831064901675,29.0217138987715,31.7557500150887,24.1604633857889,22.8922903779778,28.1686166760241,21.1667269836284,15.5529967861475,19.8221139070264,30.7453390730347,21.1720035432193,15.2701386815827,24.862408308081,25.8972132629604,15.3719050590272,44.6395674956388,20.5657574813337,29.0536233348925,17.0956388358923,27.4108627936336,21.6863875987921,33.5701547943152,18.8933572010867,27.7812498097506,35.9461779263215,17.7205996537443,22.1064108596141,17.6311240732619,17.3061616588037,17.3554709099758,40.6139060264428,30.6109382318901,20.3476088266275
"6",0,8,9.51763937645696,15.7930182753877,12.4327791891552,28.5110271002814,16.0893829398041,28.9162044455488,15.6040047734831,13.3494674762856,14.806730907979,11.3718986423431,23.5554583286038,13.6461744661187,11.3153625122839,25.6386816831053,18.4463466046029,15.2004696089336,23.8289026971211,24.4191585195413,10.7045614724117,22.1304677397074,19.6042195409822,22.1574083061454,14.2282440639015,19.1731029638833,14.0353364721338,11.0298751032116,16.7694909728557,15.9778797698793,11.728341506808,29.3408890546982,14.2357236870547,24.6130411526584,12.8075958990215,14.4302769963705,27.8468683056022,22.7084411041578,18.0060847886171,16.2252780812242,15.8114353073603,20.7652758812138,10.680529753149,10.5208663709525,17.0480303917796,17.431612939746,17.9584967103906,20.498120394288,25.0928597080742,19.3953852095986,18.6524995354094,17.4914854179145,13.240181619334,12.8486739533243,13.615818844611,10.2006627406502,10.2054014157279,21.7611065152926,10.7212208345624,22.1315667481541,24.3379987869589,19.7355789802803,13.8338444761642,15.0178976073729,14.4132631671682,17.9697952161021,16.2910825064592,19.4695794646607,14.3030454041476,19.9742973304295,23.4347526795785,23.4743893464351,14.7315561762992,18.9428369833338,19.3342334366753,14.9677062648083,11.2065473291199,11.4333055828351,18.8416386153264,12.7980193042978,9.57990872418962,18.9559392905494,20.0817447975818,13.7068309716155,31.1331524326061,17.1379290987619,21.1153366106339,9.65574299181943,20.5379248943827,15.4067791347275,25.6799223275151,15.6974451855047,21.6949032981298,25.7850995263543,16.38179917645,13.4280858527503,10.2061757538899,10.1510366554827,13.7817004609976,28.3837723903079,21.7195275664293,18.2634111237726
"7",0,9,10.6238220033185,16.3903696469998,13.1037489980405,30.4060557700872,17.8544642044811,31.322028735859,17.6501038600341,14.3797274989119,17.028209235979,12.3784663548111,25.7300020276784,14.4511591074412,13.1182503950493,27.7465050601746,20.6443424714381,16.7807975272702,25.7608683114404,26.5368595949263,11.947091854155,24.3808278596156,21.3715889395241,23.6474970829928,15.901005501428,20.095728919545,15.515510700229,12.1313763328947,18.7366549406528,18.2723189807444,12.877603112851,31.3975468530449,15.4885936147984,26.3335984601667,14.0884256379824,15.344788730839,29.9023363547892,24.7365848001051,19.4509184413103,17.3705461712547,16.7629166221839,22.054553511447,12.0949569437832,11.8680974516667,18.1710221656082,19.6245791825939,20.0553354237403,21.6785039806426,27.2680828913421,20.9558332603322,20.3280870986463,18.8254359801548,14.5420195606202,13.7007343575334,15.3780321167625,11.2599807652303,11.4372188465467,23.7077150175665,12.2730751746874,24.0175175992102,26.2132873618685,21.5815991601244,15.5211159747893,16.5000227216302,15.7759331922407,19.090811094107,18.4275199029748,21.523921595641,16.1899953485834,21.4206647190193,25.6292060244173,25.5215771191935,15.5199896864048,20.9626515819965,20.8787847418067,16.4065170380153,12.8185386778371,12.330231659355,20.1696098111771,13.7719138826437,10.9223394627191,20.7242328927599,22.077733015888,15.657843826336,33.5412426162942,19.2337003533645,22.9918733423685,10.7327829933372,22.4775094097872,16.9007044511608,27.7943276577174,17.4872464640601,23.7454460051537,27.5597613428892,18.5062129066086,14.3792844943656,11.2053601629811,11.3709785483807,15.653415436066,30.7941830066259,23.2386493145162,20.4278983528017
"8",0,10,10.7067954742438,14.5967496865964,10.6340436083655,29.374188264872,17.3799687484729,32.3270737109798,17.6362424578926,12.9847179002844,17.2919737677783,11.4623849398966,26.9665817016956,11.4754930350249,13.9902922106992,27.2252321840238,21.0977312700474,17.3082702292547,24.0625281267688,25.2611316286714,11.9519544690504,26.7575611184804,20.2054529030845,21.3959988879666,16.3803679064807,18.0325329328355,16.8916806015036,12.8670954685894,18.9174180963132,18.4155865417653,12.3466609462786,31.0893033348198,19.2756555491904,24.9541602454539,14.9145292025707,13.2711779231838,29.7262933754953,23.4031473332839,17.746998627554,18.9597521589948,14.2097767235635,20.6450465377672,12.5130821869798,13.0291662184267,16.9324980886234,19.4361382163962,19.666793400977,19.2279822238761,26.762880326013,19.2442948820065,19.1666043955831,17.0638398384298,15.8453495750077,14.1197942776613,15.7019852294854,10.8669653130648,12.1480939643067,23.253353679155,12.9006396841362,22.9851865812469,24.216689326807,21.3986390950332,16.0467708431716,19.5863985296695,16.5370657567373,17.8030739312895,18.5181623139611,20.9279155937765,16.2841344207356,22.2698715561532,24.7790571482708,24.1961899002725,14.0647479849105,22.8982708726969,19.3633188550041,17.0640976148105,13.6460066748038,11.2868586161495,21.3351837753649,12.4324682509478,11.9904710059705,20.8957440609077,21.1326810191543,16.3440221957457,34.2552863477557,18.9384337898933,21.7671051844028,10.7945299060089,25.2208901853756,16.3529516977512,26.3002008225812,17.8217880619236,23.0751859664828,25.3807061205139,19.4722075507809,12.8339640335793,12.023325704357,11.5229771295433,15.8544455259059,33.0504536664044,21.5333899780698,21.3394086475474
"9",1,2,13.5938669092277,22.7060572347145,18.10132037312,35.1008247026827,18.5880815741826,34.5893175049645,16.8013790022516,17.8566007730097,15.1024204732187,15.7477116806741,27.2864032475541,19.7070418695105,12.8526095684083,29.6037614448674,19.3728732411913,16.6493943012872,28.1193090160183,27.7250856479351,14.1480013821121,25.1216168521815,23.4967537885911,27.2165563681844,16.2664119693286,25.3168339879125,16.8659423864777,13.9938900613145,18.2586004515455,15.9984729027978,15.542322441838,36.8241923316023,19.3298649142889,29.5214578920194,16.0184545634217,19.5340771089077,33.9587642700413,26.2569565117611,22.7149351630427,22.7450472990828,21.4190752524249,26.1435139590752,13.7814292132753,12.9832054638889,21.7271703710768,18.6385660299529,19.7985057434388,25.8624765999825,28.4719981448867,24.169011328648,22.0990879094333,22.1971435309435,16.5908610930962,17.8927518157908,15.3426386107563,14.3799797670068,13.5074357883227,24.0883691151718,13.2275896693455,25.5254214097172,29.524730595096,22.6143508472581,15.7151507067044,18.7911606578073,17.7676436573511,22.9932965554125,17.2946521594917,21.9613032578405,15.9221308048575,26.3949675046434,26.0430682225673,27.4390520904272,19.8995498856091,21.2931999074416,23.7792650106928,18.1522868526178,13.0999150211837,15.8655537949781,26.0431976060551,17.4173240739415,12.5525215619652,21.9963755449567,22.8454263623641,14.4658842008198,38.7060165418797,18.6473048319899,25.0191789103958,13.382768312647,24.8098259704059,18.5108217388225,29.4393736423656,17.261461667952,24.5099808851573,30.8574591941673,16.953216610728,18.0667688973181,13.8793437437141,13.9120292796201,15.3593493679891,35.6663464745206,26.290838380538,19.3021732813917
"10",1,3,9.07394483409986,14.1210403516273,11.3632776560588,21.9894293789861,12.2232995151535,21.5132788493456,11.1624763098343,11.5278218182618,10.0848249982553,10.2633612924149,17.2121550073482,12.1948716752417,8.78577625857282,18.8898543438388,12.649259200542,11.0796530079584,18.0774729793462,17.9362408891678,9.47448789871187,15.752725820644,15.0974234227081,17.3972817836736,10.8720865422619,15.9116310652339,11.2657598346204,9.59431237629532,12.045000151919,10.6440294438771,10.252218138799,22.7983083131079,12.8633850276007,18.8197726217449,10.7554207829125,12.4379670567429,21.2457999815538,16.956891232549,14.4990487958744,14.5055539799553,13.4892751479937,16.587190587816,9.28320492357143,8.96930556453084,13.9557212005009,12.2544763614444,12.9660395758839,16.4585171073026,18.2447344260819,15.3761846413417,14.3377932676285,14.1002967065436,11.1215878051338,11.7402841386307,10.3053344051772,9.48898172496876,9.19465606880209,15.5130516686291,8.99851479252337,16.4886953331523,18.7166640382884,14.6490197385753,10.4893827449132,12.4188961314962,11.7609535140729,14.6853241854054,11.4119798335196,14.2629456557801,10.6263688123676,16.5599806497946,16.8695621976963,17.5950182041778,12.7444485433872,13.6548101847804,15.1394579255893,11.9809392393649,9.00174203338644,10.3448538794297,16.2779772406866,11.2406415215376,8.65248647405121,14.243969523296,14.857078693808,9.70739137337453,23.8422866768611,12.2816620968308,16.0535463058534,9.01315998415464,15.6564642547888,12.1531585412226,19.0128322653941,11.4032413640703,15.7842720188205,19.7834126273461,11.1694382941325,11.6393905086882,9.50156590468047,9.29601395232399,10.2878987982631,21.8342225836825,16.8585247392287,12.5517686664049
